"SMILES","Molecular Weight","Polar Area","Complexity","XLogP","Heavy Atom Count","H-Bond Donor Count","H-Bond Acceptor Count","Rotatable Bond Count","Exact Mass","Monoisotopic Mass","Charge","Covalent Unit Count","Isotopic Atom Count","Total Atom Stereo Count","Defined Atom Stereo Count","Undefined Atom Stereo Count","Total Bond Stereo Count","Defined Bond Stereo Count","B","Br","C","Cl","F","H","I","N","Na","O","P","S","Si"
"C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCC(=O)O)/CCCl",392.9,46.5,510,6.8,28,1,3,8,392.118,392.118,0,1,0,0,0,0,1,1,0,0,24,1,0,21,0,0,0,3,0,0,0
"COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OS(=O)(=O)[O-])OC",403.4,117,640,2.4,28,1,7,3,403.073,403.073,0,1,0,0,0,0,0,0,0,0,19,0,0,17,0,1,0,7,0,1,0
"C1=CC(=CC=C1/C=C/C(=O)NCC(=O)O)Cl",239.65,66.4,283,1.8,16,2,3,4,239.035,239.035,0,1,0,0,0,0,1,1,0,0,11,1,0,10,0,1,0,3,0,0,0
"C[C@H]1[C@H](OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3O)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F",623.5,49.8,948,8.5,43,1,13,5,623.152,623.152,0,1,0,2,2,0,0,0,0,0,29,0,10,23,0,1,0,3,0,0,0
"CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O",463.5,138,779,-1.8,33,4,10,4,463.184,463.184,0,1,0,8,8,0,0,0,0,0,23,0,0,29,0,1,0,9,0,0,0
"CCC(=O)NC[C@@H]1C[C@H]1C2=C(C(=CC=C2)O)CC(=O)O",277.31,86.6,371,1.3,20,3,4,6,277.131,277.131,0,1,0,2,2,0,0,0,0,0,15,0,0,19,0,1,0,4,0,0,0
"C1=CC2=C(C=CC(=N2)C(=O)NC(=O)N)C=C1C(F)(F)F",283.21,85.1,400,2.4,20,2,6,1,283.057,283.057,0,1,0,0,0,0,0,0,0,0,12,0,3,8,0,3,0,2,0,0,0
"CCC1=C(C(=NN1CC(=O)O)CC)OC2=CC(=CC(=C2)C#N)C#N",324.33,112,525,2.6,24,1,6,6,324.122,324.122,0,1,0,0,0,0,0,0,0,0,17,0,0,16,0,4,0,3,0,0,0
"CC(COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C)C(=O)O",457.5,82.1,613,1,33,2,6,9,457.238,457.238,0,1,0,1,0,1,0,0,0,0,25,0,1,32,0,3,0,4,0,0,0
"CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CC[C@@H]([C@@H](C4=C3C=CC(=C4)Cl)O)O)C",464.9,89.9,706,3.8,33,3,4,3,464.15,464.15,0,1,0,2,2,0,0,0,0,0,26,1,0,25,0,2,0,4,0,0,0
"CC(C)(C1=CC=CC=C1)NC(=O)C2=CN(C3=CC=CC=C32)CCCCC(=O)O",378.5,71.3,542,3.5,28,2,3,8,378.194,378.194,0,1,0,0,0,0,0,0,0,0,23,0,0,26,0,2,0,3,0,0,0
"C1=CC(=C(C=C1N=C(C2=NON=C2N)N)Br)F",300.09,103,305,1.8,17,2,6,2,298.982,298.982,0,1,0,0,0,0,0,0,0,1,9,0,1,7,0,5,0,1,0,0,0
"C1=CC(=CC=C1C2=NC(=NC=C2)NC3=CC=C(C=C3)NCCO)C(=O)NCC#N",388.4,123,549,2.1,29,4,7,8,388.165,388.165,0,1,0,0,0,0,0,0,0,0,21,0,0,20,0,6,0,2,0,0,0
"CN(C)[C@@H]1[C@@H]2C[C@@H]3CC4=C(C=C(C(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F",558.6,194,1200,1,40,6,11,5,558.213,558.213,0,1,0,4,4,0,0,0,0,0,27,0,1,31,0,4,0,8,0,0,0
"C[C@@H](C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCN([C@@H](C1=CC(=CN1CC2=CC=CC=C2)C3=C(C=CC(=C3)F)F)C(C)(C)C)C(=O)CO)C(=O)NCCC(=O)N[C@H](CCC(=O)O)C(=O)O)NC(=O)CCCC(=O)ON4C(=O)CCC4=O",1195.2,393,2410,-0.6,85,9,19,34,1194.5,1194.5,0,1,0,6,6,0,0,0,0,0,56,0,2,72,0,10,0,17,0,0,0
"C[C@@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H]2[C@H](C3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H](C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC(=C(C=C5)O)O)C)C",774.8,238,1460,1.2,56,7,11,2,774.322,774.322,0,1,0,7,7,0,0,0,0,0,39,0,0,46,0,6,0,11,0,0,0
"C1CN(C/C(=C\C(=O)O)/C1S)[C@@H](C2=CC=CC=C2Cl)C(=O)O",341.8,78.8,470,-0.4,22,3,6,4,341.049,341.049,0,1,0,2,1,1,1,1,0,0,15,1,0,16,0,1,0,4,0,1,0
"C1[C@@H](N2C=NC=C2C1O)C3=C(C=C(C=C3)C#N)F",243.24,61.8,368,0.8,18,1,4,1,243.081,243.081,0,1,0,2,1,1,0,0,0,0,13,0,1,10,0,3,0,1,0,0,0
"C=CC1C2C=C3C4=C(CCN3C(=O)C2=C(OC1OC5C(C(C(C(O5)CO)O)O)O)O)C6=CC=CC=C6N4",512.5,165,1000,1,37,6,9,4,512.179,512.179,0,1,0,8,0,8,0,0,0,0,26,0,0,28,0,2,0,9,0,0,0
"C1=CC(=NC(=C1C(=O)O)COCCO)C(F)(F)F",265.19,79.7,285,0.3,18,2,8,5,265.056,265.056,0,1,0,0,0,0,0,0,0,0,10,0,3,10,0,1,0,4,0,0,0
"C1=CC(=C(C=C1NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)N)F)C(F)(F)F)Cl",468.8,106,671,3.8,32,3,8,5,468.061,468.061,0,1,0,0,0,0,0,0,0,0,20,1,4,13,0,4,0,3,0,0,0
"CC(=NCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N",295.4,81.5,375,1.6,22,2,2,6,295.168,295.168,0,1,0,0,0,0,0,0,0,0,18,0,0,21,0,3,0,1,0,0,0
"C1CC(=O)C2=C1C=CC(=C2)S(=O)(=O)NC(=O)NC3=CC=C(C=C3)Cl",364.8,101,596,3,24,2,4,3,364.028,364.028,0,1,0,0,0,0,0,0,0,0,16,1,0,13,0,2,0,4,0,1,0
"C1CN(CCN1)C2=CC=CC=C2/C=C\3/C(=O)N(CCS3)C4=CC(=C(C=C4)Cl)Cl",434.4,60.9,584,4.6,28,1,4,3,433.078,433.078,0,1,0,0,0,0,1,1,0,0,21,2,0,21,0,3,0,1,0,1,0
"C1CC(=O)C2=C1C=C(C=C2)S(=O)(=O)NC(=O)NC3=CC=C(C=C3)Cl",364.8,101,596,3,24,2,4,3,364.028,364.028,0,1,0,0,0,0,0,0,0,0,16,1,0,13,0,2,0,4,0,1,0
"CS[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]2CCS[C@H]3CCC[C@H](N3C2=O)C(=O)O",422.6,137,583,3.2,28,2,6,6,422.133,422.133,0,1,0,4,4,0,0,0,0,0,20,0,0,26,0,2,0,4,0,2,0
"CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)NCCN)C4CCCC4)C(=O)C",421.5,126,706,1.4,31,3,8,7,421.223,421.223,0,1,0,0,0,0,0,0,0,0,22,0,0,27,0,7,0,2,0,0,0
"C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)C(C4=CC=NC=C4)O",362.8,70.9,440,3.4,26,2,5,4,362.093,362.093,0,1,0,1,0,1,0,0,0,0,20,1,0,15,0,4,0,1,0,0,0
"C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)C(=O)C4=CC=NC=C4",360.8,67.8,476,4.2,26,1,5,4,360.078,360.078,0,1,0,0,0,0,0,0,0,0,20,1,0,13,0,4,0,1,0,0,0
"COC1=C(C=C(C=C1)CC(C(=O)N)S(=O)C)C(=O)NCC2=CC=C(C=C2)C(F)(F)F",442.5,118,624,2,30,2,8,8,442.117,442.117,0,1,0,2,0,2,0,0,0,0,20,0,3,21,0,2,0,4,0,1,0
"CC1=NC=CN1C2=CC=C(C=C2)S(=O)(=O)C3=CC=CC(=C3)C4(CCOCC4)C(=O)N",425.5,113,708,1.9,30,1,5,5,425.141,425.141,0,1,0,0,0,0,0,0,0,0,22,0,0,23,0,3,0,4,0,1,0
"C1CN(CCC1[C@@H]2C3=C(CCC4=C2N=CC(=C4)Br)C=C(C=C3Br)Cl)C(=O)CC5CCN(C(C5)O)C(=O)N",654.8,99.8,831,4.8,37,2,4,3,654.043,652.045,0,1,0,3,1,2,0,0,0,2,27,1,0,31,0,4,0,3,0,0,0
"COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(C=C3)C(=O)C4=CC=CO4)N)OC",381.4,107,591,2,28,1,8,4,381.144,381.144,0,1,0,0,0,0,0,0,0,0,19,0,0,19,0,5,0,4,0,0,0
"COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C(=O)CCC(=O)O)N)OC",417.4,148,641,0.3,30,2,10,7,417.165,417.165,0,1,0,0,0,0,0,0,0,0,19,0,0,23,0,5,0,6,0,0,0
"C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)O)Cl",340.8,87.1,464,3.5,24,3,5,4,340.073,340.073,0,1,0,0,0,0,0,0,0,0,17,1,0,13,0,4,0,2,0,0,0
"CCNCCN1CCC2=C(C1=O)C(=C(N2)/C=C\3/C4=C(C=CC(=C4)F)NC3=O)C",382.4,77.2,654,1.7,28,3,4,5,382.181,382.181,0,1,0,0,0,0,1,1,0,0,21,0,1,23,0,4,0,2,0,0,0
"CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)C",230.3,37.3,541,1.1,17,1,2,0,230.131,230.131,0,1,0,1,1,0,0,0,0,0,15,0,0,18,0,0,0,2,0,0,0
"C1CC1(C2=CC=C(C3=CC=CC=C32)N4C(=NN=C4Br)SCC(=O)O)O",420.3,114,521,3.3,25,2,6,5,418.994,418.994,0,1,0,0,0,0,0,0,0,1,17,0,0,14,0,3,0,3,0,1,0
"C[C@@]1([C@@H](NC(=O)O1)O)COC2=CC=C(C=C2)N3CCC(CC3)OC4=CC=C(C=C4)OC(F)(F)F",482.4,89.5,674,4.6,34,2,10,7,482.166,482.166,0,1,0,2,2,0,0,0,0,0,23,0,3,25,0,2,0,6,0,0,0
"CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)N",680.8,162,1160,4.4,50,4,7,11,680.38,680.38,0,1,0,4,4,0,0,0,0,0,38,0,0,48,0,8,0,4,0,0,0
"CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)NC2=CC=C(C=C2)[C@@H]3CC[C@H](N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)N)NC(=O)OC",639.8,117,1050,6.9,47,3,6,10,639.378,639.378,0,1,0,4,4,0,0,0,0,0,38,0,0,49,0,5,0,4,0,0,0
"C#CCN[C@@H]1CC(C2=CC=CC=C12)O",187.24,32.299,242,0.7,14,2,2,2,187.1,187.1,0,1,0,2,1,1,0,0,0,0,12,0,0,13,0,1,0,1,0,0,0
"CN(C1CC(C1)NS(=O)(=O)CCCO)C2=NC=NC3=C2C=CN3",339.42,120,491,0.5,23,3,7,7,339.137,339.137,0,1,0,0,0,0,0,0,0,0,14,0,0,21,0,5,0,3,0,1,0
"C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C(=O)O)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl",480.9,118,755,4.1,34,1,8,4,480.131,480.131,0,1,0,1,1,0,0,0,0,0,23,1,0,21,0,6,0,4,0,0,0
"CCOC1=NC=C(C2=NC(=C(C(=C21)C3=C(C=C(C=C3)C#N)OC)C(=O)N)C)C(=O)O",406.4,148,694,1.9,30,2,8,6,406.128,406.128,0,1,0,0,0,0,0,0,0,0,21,0,0,18,0,4,0,5,0,0,0
"C1C[C@H]2CN3CCN=CC4=C3C(=CC=C4)[C@H]2C1",226.32,15.6,325,2.5,17,0,2,0,226.147,226.147,0,1,0,2,2,0,0,0,0,0,15,0,0,18,0,2,0,0,0,0,0
"C1CC(=O)[C@@H]2[C@H]1C3=CC=CC4=C3N(C2)CCNC4",242.32,32.299,356,0.9,18,1,3,0,242.142,242.142,0,1,0,2,2,0,0,0,0,0,15,0,0,18,0,2,0,1,0,0,0
"CC[C@@H]1C[C@@H](C2=C(N1)C=CC(=C2)C(F)(F)F)NCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F",470.4,24.1,594,6.5,32,2,11,4,470.14,470.14,0,1,0,2,2,0,0,0,0,0,21,0,9,19,0,2,0,0,0,0,0
"C1COCC(=O)N1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC(=O)N",446.5,140,690,1,33,3,7,7,446.17,446.17,0,1,0,0,0,0,0,0,0,0,23,0,0,22,0,6,0,4,0,0,0
"CC1=NC=C(C=C1)CC2=CN=C(NC2=O)N",216.24,80.4,348,0,16,2,3,2,216.101,216.101,0,1,0,0,0,0,0,0,0,0,11,0,0,12,0,4,0,1,0,0,0
"CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)NC(=O)OC",490.5,125,776,3.8,36,3,6,8,490.222,490.222,0,1,0,2,2,0,0,0,0,0,27,0,0,30,0,4,0,5,0,0,0
"COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC(=C(C=C5)F)OS(=O)(=O)O",597.6,171,1060,4.4,42,3,11,10,597.122,597.122,0,1,0,0,0,0,0,0,0,0,28,0,1,24,0,3,0,9,0,1,0
"COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)OC",422.4,96,646,3.8,31,1,7,8,422.148,422.148,0,1,0,0,0,0,0,0,0,0,23,0,0,22,0,2,0,6,0,0,0
"CC1=CC2=C([C@@H]3[C@@H]4[C@H]5C6=C(C(=C7C(=C6[C@@H](N4[C@H]([C@H](C2)N3)O)COC(=O)[C@@]8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O",770.8,198,1500,3.4,55,5,14,4,770.262,770.262,0,1,0,7,7,0,0,0,0,0,40,0,0,42,0,4,0,10,0,1,0
"C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@@]3(CN2)[C@H](CC(=O)N3)O)C4=CC=CC=C4",516.5,70.6,765,3.4,36,3,10,5,516.185,516.185,0,1,0,4,4,0,0,0,0,0,25,0,6,26,0,2,0,3,0,0,0
"C1CN(CCN1)C(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3N=CC=C4",396.5,99.8,636,0.6,28,2,6,4,396.126,396.126,0,1,0,0,0,0,0,0,0,0,20,0,0,20,0,4,0,3,0,1,0
"CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(C5=CC=C(C=C5)F)O",395.5,30,554,3.7,29,1,5,5,395.237,395.237,0,1,0,3,2,1,0,0,0,0,24,0,1,30,0,3,0,1,0,0,0
"COC1=C(C=CC(=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCNCC3)O",387.4,73.8,482,2.4,28,3,5,6,387.196,387.196,0,1,0,0,0,0,0,0,0,0,21,0,1,26,0,3,0,3,0,0,0
"COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCO",377.8,76.5,436,3.8,26,2,7,7,377.094,377.094,0,1,0,0,0,0,0,0,0,0,18,1,1,17,0,3,0,3,0,0,0
"COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC(=C(C=C2O)OC)O",332.3,77.4,387,3.4,24,2,6,6,332.126,332.126,0,1,0,0,0,0,1,1,0,0,18,0,0,20,0,0,0,6,0,0,0
"C1=CC=C2C(=C1)C=CC=C2C(=O)C3=CN(C4=C3C=C(C=C4)O)CCCCCF",375.4,42.2,527,5.6,28,1,3,7,375.163,375.163,0,1,0,0,0,0,0,0,0,0,24,0,1,22,0,1,0,2,0,0,0
"CC(C)(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCCC(=O)O",374.4,127,560,2,27,3,5,9,374.195,374.195,0,1,0,1,0,1,0,0,0,0,19,0,0,26,0,4,0,4,0,0,0
"C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)O)C)C)/C)OC",1016.3,253,1990,5,72,5,16,10,1015.59,1015.59,0,1,0,15,15,0,4,4,0,0,55,0,0,85,0,1,0,16,0,0,0
"CC(=O)CCC1C2=CC=CC=C2C(=O)O1",204.22,43.4,272,1,15,0,3,3,204.079,204.079,0,1,0,1,0,1,0,0,0,0,12,0,0,12,0,0,0,3,0,0,0
"CC(C(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3)O",275.34,58.6,360,2,20,2,3,4,275.152,275.152,0,1,0,2,0,2,0,0,0,0,16,0,0,21,0,1,0,3,0,0,0
"C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC(=O)NC4=C3C=C(C=C4)N)Cl",410.8,88.7,621,3.6,29,3,4,5,410.095,410.095,0,1,0,0,0,0,0,0,0,0,21,1,1,16,0,4,0,2,0,0,0
"C=CC1C2CC3C(=O)NC4=CC=CC=C4C(=O)CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O",530.5,175,987,-0.9,38,5,10,4,530.19,530.19,0,1,0,9,0,9,0,0,0,0,26,0,0,30,0,2,0,10,0,0,0
"CC1=NC=C(N1CC(C[N+]2(CCOCC2)[O-])O)[N+](=O)[O-]",286.28,111,344,-0.3,20,1,6,4,286.128,286.128,0,1,0,1,0,1,0,0,0,0,11,0,0,18,0,4,0,5,0,0,0
"C1CN(CCC1[C@@H]2C3=C(CCC4=C2N=CC(=C4)Br)C=C(C=C3Br)Cl)C(=O)CC5CCN(C=C5)C(=O)N",636.8,79.5,839,4.6,36,1,3,3,636.033,634.035,0,1,0,2,1,1,0,0,0,2,27,1,0,29,0,4,0,2,0,0,0
"CC(=O)NCC(=O)NCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N",353.4,101,477,1.3,26,3,3,8,353.174,353.174,0,1,0,0,0,0,0,0,0,0,20,0,0,23,0,3,0,3,0,0,0
"C1CN(CCN1CCCCC2=CNC3=C2C=C(C(=C3)O)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N",457.5,123,763,4.2,34,3,6,7,457.211,457.211,0,1,0,0,0,0,0,0,0,0,26,0,0,27,0,5,0,3,0,0,0
"C1C[C@H](N2[C@H](C1)SCC[C@@H](C2=O)N)C(=O)O",244.31,109,310,-2,16,2,5,1,244.088,244.088,0,1,0,3,3,0,0,0,0,0,10,0,0,16,0,2,0,3,0,1,0
"CC1=CC(=C(C=C1CC(=O)C2=C(C=CS2)S(=O)(=O)NC3=C(C(=NO3)C)Cl)O)O",442.9,166,675,3.2,28,3,9,6,442.006,442.006,0,1,0,0,0,0,0,0,0,0,17,1,0,15,0,2,0,6,0,2,0
"CCN1C(=NC=N1)COC2=NN3C(=[N+](N=C3C4=CC=CC=C4F)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O)C=C2C(C)(C)C",571.6,184,912,2.8,41,3,12,7,571.219,571.219,0,1,0,5,5,0,0,0,0,0,26,0,1,30,0,7,0,7,0,0,0
"COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OS(=O)(=O)[O-])OC)OC",417.4,106,655,2.7,29,0,7,4,417.088,417.088,0,1,0,0,0,0,0,0,0,0,20,0,0,19,0,1,0,7,0,1,0
"C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)O)CC4=CC=NC=C4",328.4,70.9,407,3.5,25,2,5,4,328.132,328.132,0,1,0,0,0,0,0,0,0,0,20,0,0,16,0,4,0,1,0,0,0
"C[C@H](CS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3)O",339.42,120,505,1.1,23,3,7,6,339.137,339.137,0,1,0,1,1,0,0,0,0,0,14,0,0,21,0,5,0,3,0,1,0
"CC(C)(C1=CC=C(C=C1)CNS(=O)(=O)C2=CN=CC=C2)C(=O)O",334.4,105,505,1.7,23,2,6,6,334.099,334.099,0,1,0,0,0,0,0,0,0,0,16,0,0,18,0,2,0,4,0,1,0
"CNC1=NC2=CC(=C(C=C2C(=N1)N)OC)OC",234.25,82.3,254,1.6,17,2,6,3,234.112,234.112,0,1,0,0,0,0,0,0,0,0,11,0,0,14,0,4,0,2,0,0,0
"CC1=CC=C(C=C1)[C@@]23C[C@@H]2C(=O)NC3",187.24,29.1,267,1.5,14,1,1,1,187.1,187.1,0,1,0,2,2,0,0,0,0,0,12,0,0,13,0,1,0,1,0,0,0
"CC[C@@H]1C[C@@H](C2=C(N1C(=O)OCCO)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)OC",616.5,79.3,907,6,42,1,14,8,616.162,616.162,0,1,0,2,2,0,0,0,0,0,26,0,9,25,0,2,0,5,0,0,0
"CN1C2=C(NC3=C(C1=O)C=C(C=N3)CCOC4=CC=[N+](C5=CC=CC=C54)[O-])N=CC=C2",413.4,92.8,636,2.3,31,1,6,4,413.149,413.149,0,1,0,0,0,0,0,0,0,0,23,0,0,19,0,5,0,3,0,0,0
"C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)(C)O)/C)OC",1046.3,262,2060,4.3,74,5,17,11,1045.6,1045.6,0,1,0,15,15,0,4,4,0,0,56,0,0,87,0,1,0,17,0,0,0
"CC(C)[C@@H](C(=O)O)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF",348.4,71.3,458,3.6,25,2,4,9,348.185,348.185,0,1,0,1,1,0,0,0,0,0,19,0,1,25,0,2,0,3,0,0,0
"COC1=C(C=C(C=C1)CC(C(=O)O)SC)C(=O)NCC2=CC=C(C=C2)C(F)(F)F",427.4,101,552,4.1,29,2,8,8,427.107,427.107,0,1,0,1,0,1,0,0,0,0,20,0,3,20,0,1,0,4,0,1,0
"CC(C(=O)C1=CC=C(C=C1)C(=O)O)NC",207.23,66.4,244,-1.1,15,2,4,4,207.09,207.09,0,1,0,1,0,1,0,0,0,0,11,0,0,13,0,1,0,3,0,0,0
"C1=CC=C(C=C1)OP(=O)(SC2=CC=CC=C2)SC3=CC=CC=C3",358.4,76.9,362,5.2,23,0,4,6,358.025,358.025,0,1,0,0,0,0,0,0,0,0,18,0,0,15,0,0,0,2,1,2,0
"COC1=C(C=C(C=C1)CC(C(=O)N)S)C(=O)NCC2=CC=C(C=C2)C(F)(F)F",412.4,82.4,539,3.1,28,3,7,7,412.107,412.107,0,1,0,1,0,1,0,0,0,0,19,0,3,19,0,2,0,3,0,1,0
"CC(C)(C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O)C(=O)O",523.6,150,1040,3,37,3,8,7,523.141,523.141,0,1,0,0,0,0,0,0,0,0,26,0,0,25,0,3,0,7,0,1,0
"COC1=C(C=CC2=CC3=[N+](CCC4=CC5=C(C=C43)OCO5)C=C21)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O",498.5,148,816,1.7,36,4,10,4,498.14,498.14,1,1,0,5,5,0,0,0,0,0,25,0,0,24,0,1,0,10,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@H]2[C@@H](CC(O2)CC=O)C)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C",1216.6,285,2380,5.8,86,4,13,14,1215.82,1215.82,0,1,0,13,12,1,0,0,0,0,62,0,0,109,0,11,0,13,0,0,0
"CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)C[C@@H](C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)O)F",617.6,110,1070,2.3,44,3,11,11,617.195,617.195,0,1,0,1,1,0,0,0,0,0,31,0,5,28,0,3,0,5,0,0,0
"CC1(C2=NC(=CN2CCN1)C3=CC=C(C=C3)F)C",245.29,29.9,299,1.5,18,1,3,1,245.133,245.133,0,1,0,0,0,0,0,0,0,0,14,0,1,16,0,3,0,0,0,0,0
"C1=CC=C(C(=C1)C2=NN(C(=N2)C3=C(C=CC(=C3)O)O)C4=CC=C(C=C4)C(=O)O)O",389.4,129,571,3.4,29,4,7,4,389.101,389.101,0,1,0,0,0,0,0,0,0,0,21,0,0,15,0,3,0,5,0,0,0
"CC(C)(C)[C@@H](C(=O)O)NC(=O)C1=NNC2=CC=CC=C21",275.3,95.1,392,2.5,20,3,4,4,275.127,275.127,0,1,0,1,1,0,0,0,0,0,14,0,0,17,0,3,0,3,0,0,0
"C1=CC=C2C(=C1)C=CC=C2C(=O)C3=NN(C4=CC=CC=C43)CCCCCO",358.4,55.1,497,4.8,27,1,3,7,358.168,358.168,0,1,0,0,0,0,0,0,0,0,23,0,0,22,0,2,0,2,0,0,0
"CC(CCCN1C2=CC=CC=C2C(=N1)C(=O)NC34CC5CC(C3)CC(C5)C4)O",381.5,67.2,553,4.3,28,2,3,6,381.242,381.242,0,1,0,1,0,1,0,0,0,0,23,0,0,31,0,3,0,2,0,0,0
"CCC1=CC=C(C2=CC=CC=C12)C(=O)C3=CN(C4=CC=CC=C43)CCCCC(=O)O",399.5,59.3,605,5.5,30,1,3,8,399.183,399.183,0,1,0,0,0,0,0,0,0,0,26,0,0,25,0,1,0,3,0,0,0
"C[C@H]1[C@@H](SC(=O)N1)C2=CC=C(C=C2)Cl",227.71,54.4,228,2.8,14,1,2,1,227.017,227.017,0,1,0,2,2,0,0,0,0,0,10,1,0,10,0,1,0,1,0,1,0
