"SMILES","Molecular Weight","Polar Area","Complexity","XLogP","Heavy Atom Count","H-Bond Donor Count","H-Bond Acceptor Count","Rotatable Bond Count","Exact Mass","Monoisotopic Mass","Charge","Covalent Unit Count","Isotopic Atom Count","Total Atom Stereo Count","Defined Atom Stereo Count","Undefined Atom Stereo Count","Total Bond Stereo Count","Defined Bond Stereo Count","B","Br","C","Cl","F","H","I","N","Na","O","P","S","Si"
"CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C(=C2)O)O)C(=O)N)O",344.4,116,414,2.7,25,5,5,8,344.174,344.174,0,1,0,2,0,2,0,0,0,0,19,0,0,24,0,2,0,4,0,0,0
"C=CC(=O)NC[C@@H](CCCO)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)OC4=CC=C(C=C4)OS(=O)(=O)O)N",554.6,200,905,2,39,4,11,12,554.158,554.158,0,1,0,1,1,0,0,0,0,0,25,0,0,26,0,6,0,7,0,1,0
"C1C2CC3(CC1CC(C2)(C3)O)NCC(=O)NCCCC(=O)O",310.39,98.7,451,-2,22,4,5,7,310.189,310.189,0,1,0,2,0,2,0,0,0,0,16,0,0,26,0,2,0,4,0,0,0
"CN1C=NC2=C1C=CC(=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3",324.33,88.3,473,1.2,24,1,5,5,324.122,324.122,0,1,0,0,0,0,0,0,0,0,17,0,0,16,0,4,0,3,0,0,0
"COC(=O)[C@H](C1CCCCC1Cl)N2CCC(/C(=C\C(=O)O)/C2)S",361.9,67.8,485,-0.1,23,2,6,5,361.111,361.111,0,1,0,4,1,3,1,1,0,0,16,1,0,24,0,1,0,4,0,1,0
"C1=CC(=CC=C1C(=O)NCCN(CCO)CCO)Cl",286.75,72.8,252,0.1,19,3,4,8,286.108,286.108,0,1,0,0,0,0,0,0,0,0,13,1,0,19,0,2,0,3,0,0,0
"C1CC(CCC1C(=O)NCC[N+]2(CCOCC2O)[O-])Cl",306.78,76.6,336,0.5,20,2,4,4,306.135,306.135,0,1,0,2,0,2,0,0,0,0,13,1,0,23,0,2,0,4,0,0,0
"C1C(OCC(=O)N1CCNC(=O)C2=CC=C(C=C2)Cl)O",298.72,78.9,358,0.5,20,2,4,4,298.072,298.072,0,1,0,1,0,1,0,0,0,0,13,1,0,15,0,2,0,4,0,0,0
"CC(=O)NC(CSCC1=CN=CS1)C(=O)O",260.3,133,263,0.4,16,2,6,6,260.029,260.029,0,1,0,1,0,1,0,0,0,0,9,0,0,12,0,2,0,3,0,2,0
"CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)C4C(C(C(C(O4)C(=O)O)O)O)O",449.5,138,633,-2,32,4,9,7,449.216,449.216,0,1,0,5,0,5,0,0,0,0,22,0,0,31,0,3,0,7,0,0,0
"CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C(=C2)O)O)C(=O)N)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O",520.5,212,751,-1.5,37,8,11,11,520.206,520.206,0,1,0,7,4,3,0,0,0,0,25,0,0,32,0,2,0,10,0,0,0
"C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)OC5[C@H]([C@@H]([C@H]([C@@H](O5)C(=O)O)O)O)O)O",585.5,157,920,2.6,42,5,11,9,585.181,585.181,0,1,0,8,7,1,0,0,0,0,30,0,2,29,0,1,0,9,0,0,0
"CC1=CC(=CC(=C1NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O)C)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O",619.7,191,911,-1.5,44,6,13,12,619.274,619.274,0,1,0,6,4,2,0,0,0,0,30,0,0,41,0,3,0,11,0,0,0
"CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)O",426.5,83.7,563,3,31,2,6,12,426.252,426.252,0,1,0,1,0,1,0,0,0,0,25,0,0,34,0,2,0,4,0,0,0
"CC1(CC(=O)NC1=O)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O",333.29,163,510,-2.3,23,5,9,5,333.106,333.106,0,1,0,6,5,1,0,0,0,0,13,0,0,19,0,1,0,9,0,0,0
"CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCOC4C(C(C(C(O4)C(=O)O)O)O)O)N",546.6,274,777,-2.1,37,7,16,10,546.174,546.174,0,1,0,9,4,5,0,0,0,0,20,0,0,30,0,6,0,10,0,1,0
"C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=C(C=C5)O)N",456.5,119,709,3.2,34,2,7,5,456.191,456.191,0,1,0,1,1,0,0,0,0,0,25,0,0,24,0,6,0,3,0,0,0
"C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](C(C3=CC(=C(C=C3F)F)F)O)N",423.31,97.3,599,-0.4,29,2,11,4,423.113,423.113,0,1,0,2,1,1,0,0,0,0,16,0,6,15,0,5,0,2,0,0,0
"CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC(=C3)O)N)OC",434.5,145,753,1.6,30,2,8,7,434.115,434.115,0,1,0,1,1,0,0,0,0,0,20,0,0,22,0,2,0,7,0,1,0
"CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)N",502.5,265,729,-2,34,7,15,7,502.148,502.148,0,1,0,9,4,5,0,0,0,0,18,0,0,26,0,6,0,9,0,1,0
"C=CC(=O)NC[C@@H](C(CCO)O)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)OC4=CC=CC=C4)N",474.5,148,685,2,35,4,8,10,474.202,474.202,0,1,0,2,1,1,0,0,0,0,25,0,0,26,0,6,0,4,0,0,0
"CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)N[C@@H]5C[C@H]5C6=CC(=C(C=C6)F)F",654.6,251,1050,0.8,45,7,17,10,654.192,654.192,0,1,0,11,6,5,0,0,0,0,27,0,2,32,0,6,0,9,0,1,0
"CCC(O)SC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N",386.43,198,468,-1.3,26,5,11,7,386.137,386.137,0,1,0,5,4,1,0,0,0,0,14,0,0,22,0,6,0,5,0,1,0
"CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OC(CO)O)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F",538.6,184,768,1.5,37,5,13,10,538.181,538.181,0,1,0,7,6,1,0,0,0,0,23,0,2,28,0,6,0,5,0,1,0
"CC(C1(CC(=O)NC1=O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O",333.29,163,524,-2.2,23,5,9,4,333.106,333.106,0,1,0,7,5,2,0,0,0,0,13,0,0,19,0,1,0,9,0,0,0
"C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](C(C3=CC(=C(C=C3F)F)F)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)N",599.4,193,957,-4,41,5,17,7,599.145,599.145,0,1,0,7,5,2,0,0,0,0,22,0,6,23,0,5,0,8,0,0,0
"C=CC(=O)NC[C@@H](C(CC(=O)O)O)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)OC4=CC=CC=C4)N",488.5,165,757,1.8,36,4,9,10,488.181,488.181,0,1,0,2,1,1,0,0,0,0,25,0,0,24,0,6,0,5,0,0,0
"CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(C(C4)O)C)OCC)C",490.6,138,880,1,34,2,9,7,490.2,490.2,0,1,0,1,0,1,0,0,0,0,22,0,0,30,0,6,0,5,0,1,0
"COC1=CC(=C(C=C1C(=O)NCC=O)Cl)N",242.66,81.4,262,1.4,16,2,4,4,242.046,242.046,0,1,0,0,0,0,0,0,0,0,10,1,0,11,0,2,0,3,0,0,0
"CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OC(CO)O)N",386.43,198,468,-1.3,26,5,11,7,386.137,386.137,0,1,0,5,4,1,0,0,0,0,14,0,0,22,0,6,0,5,0,1,0
"C=CC(=O)NC[C@@H](CCCO)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)OC4=CC=C(C=C4)O)N",474.5,148,683,2.6,35,4,8,10,474.202,474.202,0,1,0,1,1,0,0,0,0,0,25,0,0,26,0,6,0,4,0,0,0
"CN(C)CCC=C1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl",331.9,48.8,414,4.8,22,1,3,3,331.08,331.08,0,1,0,0,0,0,1,0,0,0,18,1,0,18,0,1,0,1,0,1,0
"CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)O)Cl)C(=O)OC)C)COCCN",424.9,120,678,2.6,29,3,8,10,424.14,424.14,0,1,0,1,0,1,0,0,0,0,20,1,0,25,0,2,0,6,0,0,0
"CCC1(C(C(=O)NC1=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)C",333.29,163,524,-1.6,23,5,9,4,333.106,333.106,0,1,0,7,5,2,0,0,0,0,13,0,0,19,0,1,0,9,0,0,0
"CC(CSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)O)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F)O",494.5,175,720,1,34,5,12,7,494.155,494.155,0,1,0,7,6,1,0,0,0,0,21,0,2,24,0,6,0,4,0,1,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)(C)O)C)C)C)CC(C)(C)O)C)C(C)C)CC(C)C)C)C",1234.6,319,2430,4.7,87,7,14,15,1233.83,1233.83,0,1,0,12,12,0,1,1,0,0,62,0,0,111,0,11,0,14,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)(C)O)C)C)C)CC(C)C)C)C(C)C)CC(C)(C)O)C)C",1234.6,319,2430,4.7,87,7,14,15,1233.83,1233.83,0,1,0,12,12,0,1,1,0,0,62,0,0,111,0,11,0,14,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@H]2[C@@H](CC(O2)CCO)C)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C",1218.6,288,2350,6,86,5,13,14,1217.84,1217.84,0,1,0,13,12,1,0,0,0,0,62,0,0,111,0,11,0,13,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C(=O)O)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C",1232.6,316,2430,6.5,87,6,14,16,1231.82,1231.82,0,1,0,12,12,0,1,1,0,0,62,0,0,109,0,11,0,14,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/CO)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C",1204.6,308,2310,6.1,85,7,13,16,1203.82,1203.82,0,1,0,12,12,0,1,1,0,0,61,0,0,109,0,11,0,13,0,0,0
"CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@H]2[C@@H](CC(O2)CCO)C)C)C(C)C)C)CC(C)C)C)CC(C)(C)O)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C",1234.6,308,2400,4.7,87,6,14,14,1233.83,1233.83,0,1,0,13,12,1,0,0,0,0,62,0,0,111,0,11,0,14,0,0,0
"CC1(C(C1(C)C)C(=O)C2=CN(C3=CC=CC=C32)CCCCC(=O)O)C",341.4,59.3,525,4,25,1,3,7,341.199,341.199,0,1,0,0,0,0,0,0,0,0,21,0,0,27,0,1,0,3,0,0,0
"C1CN(CCC1N(C2=CC=CC=C2)C(=O)CCCC(=O)O)CCC3=CC=CC=C3",394.5,60.9,504,1.1,29,1,4,9,394.226,394.226,0,1,0,0,0,0,0,0,0,0,24,0,0,30,0,2,0,3,0,0,0
"CCCCC1=NC2(CCC(C2)O)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5",444.5,107,724,3.2,33,2,6,7,444.227,444.227,0,1,0,2,0,2,0,0,0,0,25,0,0,28,0,6,0,2,0,0,0
"CC(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCC(C)O",346.4,110,471,1.9,25,3,4,8,346.2,346.2,0,1,0,2,0,2,0,0,0,0,18,0,0,26,0,4,0,3,0,0,0
"C1=CC(=C(C2=NC=C(C=C21)CO)C(=O)O)Cl",237.64,70.4,274,1.5,16,2,4,2,237.019,237.019,0,1,0,0,0,0,0,0,0,0,11,1,0,8,0,1,0,3,0,0,0
"CC(C1=CN=C(C=C1)C(F)(F)F)O",191.15,33.1,171,1.3,13,1,5,1,191.056,191.056,0,1,0,1,0,1,0,0,0,0,8,0,3,8,0,1,0,1,0,0,0
"C1COCC(=O)N1C2=CC=C(C=C2)N3C([C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl)O",451.9,137,677,2.5,30,2,7,5,451.06,451.06,0,1,0,2,1,1,0,0,0,0,19,1,0,18,0,3,0,6,0,1,0
"CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N)C(=O)O",384.5,102,511,4.1,28,3,5,9,384.205,384.205,0,1,0,1,1,0,0,0,0,0,22,0,0,28,0,2,0,4,0,0,0
"CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)N)C",388.5,90.7,567,1.9,29,1,6,3,388.212,388.212,0,1,0,1,1,0,0,0,0,0,21,0,0,24,0,8,0,0,0,0,0
"C1[C@H]([C@@H]([C@H]([C@H]1O)CCC(=O)O)CCC(=O)CCCCC(=O)O)O",330.37,132,421,-0.4,23,4,7,11,330.168,330.168,0,1,0,4,4,0,0,0,0,0,16,0,0,26,0,0,0,7,0,0,0
"CC(CCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O",444.5,107,716,2.8,33,2,6,7,444.227,444.227,0,1,0,1,0,1,0,0,0,0,25,0,0,28,0,6,0,2,0,0,0
"C1CCN(C(=O)C1)C2=CC=C(C=C2)N3CCC4=C(C3=O)N(N=C4C(=O)N)C5=CC=C(C=C5)OS(=O)(=O)O",525.5,174,988,1.3,37,2,8,6,525.132,525.132,0,1,0,0,0,0,0,0,0,0,24,0,0,23,0,5,0,7,0,1,0
"CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)N)C)OC",463.6,112,785,4,33,2,5,6,463.157,463.157,0,1,0,0,0,0,0,0,0,0,25,0,0,25,0,3,0,4,0,1,0
"C1CCC2(C1)C(=O)N(C(=N2)CCCC(=O)O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5",458.5,124,775,2.6,34,2,7,8,458.207,458.207,0,1,0,0,0,0,0,0,0,0,25,0,0,26,0,6,0,3,0,0,0
"CN1C(=CN=C1CCO)[N+](=O)[O-]",171.15,83.9,170,-0.6,12,1,4,2,171.064,171.064,0,1,0,0,0,0,0,0,0,0,6,0,0,9,0,3,0,3,0,0,0
"CN1C=CC(=O)C(=C1CO)O",155.15,60.8,242,-0.2,11,2,4,1,155.058,155.058,0,1,0,0,0,0,0,0,0,0,7,0,0,9,0,1,0,3,0,0,0
"CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)N6CCCCC6=O)C",470.6,85,760,2.8,35,0,6,4,470.254,470.254,0,1,0,1,1,0,0,0,0,0,26,0,0,30,0,8,0,1,0,0,0
"CC1=CC=C(C=C1)C2=C(C=NN2CO)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)N6CCCCC6)C",472.6,88.1,699,3.1,35,1,7,5,472.27,472.27,0,1,0,1,1,0,0,0,0,0,26,0,0,32,0,8,0,1,0,0,0
"CC(C)(C(C(=O)O)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3)C(=O)O",401.5,122,632,3.5,29,3,6,7,401.195,401.195,0,1,0,1,0,1,0,0,0,0,21,0,0,27,0,3,0,5,0,0,0
"CNC(=O)C1=CC=CC=C1S(=O)C2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4",402.5,107,628,2.9,29,2,5,5,402.115,402.115,0,1,0,1,0,1,1,1,0,0,22,0,0,18,0,4,0,2,0,1,0
"CC(CCC1=NC2(CCC(C2)O)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O",460.5,128,757,1.8,34,3,7,7,460.222,460.222,0,1,0,3,0,3,0,0,0,0,25,0,0,28,0,6,0,3,0,0,0
"CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C(=O)O)NC4=NC=CC(=N4)C5=CN=CC=C5",559.5,135,912,4.4,41,3,11,7,559.158,559.158,0,1,0,0,0,0,0,0,0,0,28,0,3,20,0,7,0,3,0,0,0
"CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)[N+]6=CCCCC6)C",455.6,67.7,736,2.5,34,0,5,4,455.267,455.267,1,1,0,1,1,0,0,0,0,0,26,0,0,31,0,8,0,0,0,0,0
"COC1=CC(=C(C=C1)N)C(=O)NC2=NC=C(C=C2)Cl",277.7,77.2,316,2.5,19,2,4,3,277.062,277.062,0,1,0,0,0,0,0,0,0,0,13,1,0,12,0,3,0,2,0,0,0
"C[N+](C)(CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N)[O-]",299.32,81.5,479,1,22,1,4,3,299.127,299.127,0,1,0,0,0,0,0,0,0,0,16,0,0,17,0,3,0,3,0,0,0
"CC1=C2C(=NC=NN2C=C1OS(=O)(=O)O)OC3=C(C4=C(C=C3)NC(=C4)C(=O)O)F",422.3,164,737,1.8,29,3,10,5,422.033,422.033,0,1,0,0,0,0,0,0,0,0,16,0,1,11,0,4,0,7,0,1,0
"CCN(CC)CCOC1=C(C=C(C=C1)C(=O)C2=C(OC3=CC=CC=C32)CCCC(=O)O)I",549.4,80,613,3.1,32,1,6,12,549.101,549.101,0,1,0,0,0,0,0,0,0,0,25,0,0,28,1,1,0,5,0,0,0
"C[N@@+]1(CC[C@]23[C@@H]4[C@H](CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)O)CC6CC6",358.5,69.9,625,-0.4,26,3,4,2,358.202,358.202,1,1,0,6,6,0,0,0,0,0,21,0,0,28,0,1,0,4,0,0,0
"CCNC(=O)CC1=C2N=C(C=C(N2N=C1C3=CC=C(C=C3)OCCF)C)CO",386.4,88.8,504,1.4,28,2,6,8,386.175,386.175,0,1,0,0,0,0,0,0,0,0,20,0,1,23,0,4,0,3,0,0,0
"C1CN(CC1(F)F)C(=O)[C@@H]2C[C@@H](CN2)N3CCN(CC3)C4=NC=C(C=N4)O",382.4,84.8,538,0.2,27,2,9,3,382.193,382.193,0,1,0,2,2,0,0,0,0,0,17,0,2,24,0,6,0,2,0,0,0
"C1[C@@H]2[C@H]1N3[C@H](C2)C(=N[C@H](C3=O)C45CC6CC(C4)(CC(C6)(C5)O)O)N",331.4,99.2,673,-0.6,24,3,4,1,331.19,331.19,0,1,0,6,4,2,0,0,0,0,18,0,0,25,0,3,0,3,0,0,0
"CC1=CNC(=C(C1=O)C)CN2C3=C(C(=NC(=N3)N)Cl)NC2=O",320.73,113,589,0.4,22,3,6,2,320.079,320.079,0,1,0,0,0,0,0,0,0,0,13,1,0,13,0,6,0,2,0,0,0
"C1=CC(=C(C=C1OC(F)(F)F)C(=O)O)O",222.12,66.8,241,3.7,15,2,7,2,222.014,222.014,0,1,0,0,0,0,0,0,0,0,8,0,3,5,0,0,0,4,0,0,0
"CCCCC1=C(C2=C(O1)C=CC(=C2)N)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC",478.7,68.7,584,7.6,35,1,5,16,478.32,478.32,0,1,0,0,0,0,0,0,0,0,30,0,0,42,0,2,0,3,0,0,0
"C[N+](C)(CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O)[O-]",353.4,64.599,530,3.2,26,1,4,5,353.163,353.163,0,1,0,0,0,0,1,1,0,0,21,0,0,23,0,1,0,4,0,0,0
"CC(C)(C1=CC=CC=C1[C@@H](C[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O)O",602.2,116,925,6.6,42,3,6,12,601.205,601.205,0,1,0,2,2,0,1,1,0,0,35,1,0,36,0,1,0,4,0,1,0
"CC(C)(C1=C(C=CC(=C1)O)CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O",602.2,116,925,7.4,42,3,6,12,601.205,601.205,0,1,0,1,1,0,1,1,0,0,35,1,0,36,0,1,0,4,0,1,0
"CC(CO)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O",602.2,116,913,6.7,42,3,6,13,601.205,601.205,0,1,0,2,1,1,1,1,0,0,35,1,0,36,0,1,0,4,0,1,0
"C1=CN=CC(=C1N)OS(=O)(=O)O",190.18,111,234,-0.8,12,2,6,2,190.005,190.005,0,1,0,0,0,0,0,0,0,0,5,0,0,6,0,2,0,4,0,1,0
"C1=CC=C2C(=C1)C(=NN2CCCCCF)C(=O)O",250.27,55.1,288,2.8,18,1,4,6,250.112,250.112,0,1,0,0,0,0,0,0,0,0,13,0,1,15,0,2,0,2,0,0,0
"CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC(=C(C=C4)N)O",563.7,169,894,2.6,39,4,10,12,563.23,563.23,0,1,0,5,5,0,0,0,0,0,27,0,0,37,0,3,0,8,0,1,0
"C[C@]12CCC(=O)C=C1[C@@H]([C@H]([C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C)SC)O",404.6,88.9,762,2,28,1,5,1,404.202,404.202,0,1,0,8,8,0,0,0,0,0,23,0,0,32,0,0,0,4,0,1,0
"CCCC(C1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C=O)Cl)O",436.9,110,578,3.6,31,2,6,8,436.141,436.141,0,1,0,1,0,1,0,0,0,0,22,1,0,21,0,6,0,2,0,0,0
"CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)O)C",364.36,86.7,609,2.8,25,2,7,4,364.161,364.161,0,1,0,4,4,0,0,0,0,0,16,0,3,23,0,2,0,4,0,0,0
"CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)NC2=O)O",342.8,69.6,542,3.5,24,2,3,3,342.077,342.077,0,1,0,0,0,0,0,0,0,0,18,1,0,15,0,2,0,3,0,0,0
"CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)NC(=O)C2=C(C(=CC=C2)NC(=O)C)C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O",640.6,264,1150,-0.2,44,7,14,12,640.157,640.157,0,1,0,6,6,0,0,0,0,0,27,0,0,32,0,2,0,14,0,1,0
"CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)O)CC",568.6,178,944,-0.5,41,7,10,9,568.242,568.242,0,1,0,6,6,0,0,0,0,0,30,0,0,36,0,2,0,9,0,0,0
"CCNC(=O)CC1=C2N=C(C=C(N2N=C1C3=CC=C(C=C3)OCCF)C)C",370.4,68.5,487,2.7,27,1,5,7,370.181,370.181,0,1,0,0,0,0,0,0,0,0,20,0,1,23,0,4,0,2,0,0,0
"C[C@@H](C1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)CO)N(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC",546.6,132,778,4.3,40,2,9,13,546.2,546.2,0,1,0,1,1,0,0,0,0,0,30,0,0,30,0,2,0,8,0,0,0
"CC1=C(N=C(O1)C2=CC=C(C=C2)O)CCOC3=CC=C(C=C3)[C@H](C)N(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC",546.6,132,791,5.2,40,2,9,12,546.2,546.2,0,1,0,1,1,0,0,0,0,0,30,0,0,30,0,2,0,8,0,0,0
"CCNCCOC1=C(C=C(C=C1I)C(=O)C2=C(OC3=CC=CC=C32)CCCC(=O)O)I",647.2,88.8,595,2.9,31,2,6,11,646.967,646.967,0,1,0,0,0,0,0,0,0,0,23,0,0,23,2,1,0,5,0,0,0
"C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)O",602.7,181,1220,1.5,43,5,10,7,602.332,602.332,0,1,0,6,6,0,3,3,0,0,31,0,0,46,0,4,0,8,0,0,0
"CN1C2=C(C=CC(=C2)OC)N=C1COC3=CC=C(C=C3)CC4(C(=O)NC(=O)S4)O",413.4,128,629,2.3,29,2,7,6,413.105,413.105,0,1,0,1,0,1,0,0,0,0,20,0,0,19,0,3,0,5,0,1,0
